cell_id	cell_type	annotator
Composite-TMA-27_2210	Unclear	Annotator 1
Composite-TMA-27_7899	Epithelial	Annotator 1
Composite-TMA-29_10725	Stromal	Annotator 1
Composite-TMA-28_14189	Epithelial	Annotator 1
Composite-TMA-27_17293	Unclear	Annotator 1
Composite-TMA-28_19854	Unclear	Annotator 1
Composite-TMA-29_5214	Other immune	Annotator 1
Composite-TMA-28_818	Epithelial	Annotator 1
Composite-TMA-27_9500	Epithelial	Annotator 1
Composite-TMA-29_5635	Unclear	Annotator 1
Composite-TMA-29_5954	Treg	Annotator 1
Composite-TMA-27_3222	Epithelial proliferative	Annotator 1
Composite-TMA-28_1999	Epithelial	Annotator 1
Composite-TMA-27_6312	Epithelial	Annotator 1
Composite-TMA-28_17635	Other immune	Annotator 1
Composite-TMA-29_8797	Unclear	Annotator 1
Composite-TMA-27_12839	Unclear	Annotator 1
Composite-TMA-28_22948	Epithelial	Annotator 1
Composite-TMA-29_12608	Epithelial	Annotator 1
Composite-TMA-27_12218	Epithelial	Annotator 1
Composite-TMA-28_4401	Epithelial	Annotator 1
Composite-TMA-28_9316	Unclear	Annotator 1
Composite-TMA-27_14412	Unclear	Annotator 1
Composite-TMA-28_9192	Stromal	Annotator 1
Composite-TMA-27_16853	Epithelial	Annotator 1
Composite-TMA-29_8169	Epithelial	Annotator 1
Composite-TMA-27_2329	Epithelial I-P	Annotator 1
Composite-TMA-28_20494	Unclear	Annotator 1
Composite-TMA-28_23273	Epithelial proliferative	Annotator 1
Composite-TMA-27_4535	Epithelial	Annotator 1
Composite-TMA-29_11401	Stromal	Annotator 1
Composite-TMA-28_15992	Epithelial immunosuppressive	Annotator 1
Composite-TMA-29_5358	Other immune	Annotator 1
Composite-TMA-28_15952	Unclear	Annotator 1
Composite-TMA-27_13373	Epithelial	Annotator 1
Composite-TMA-27_17757	Unclear	Annotator 1
Composite-TMA-28_19749	Epithelial	Annotator 1
Composite-TMA-28_13877	Unclear	Annotator 1
Composite-TMA-28_7940	Epithelial proliferative	Annotator 1
Composite-TMA-29_14856	Treg	Annotator 1
Composite-TMA-27_8793	Unclear	Annotator 1
Composite-TMA-28_16150	Epithelial	Annotator 1
Composite-TMA-28_7155	Epithelial immunosuppressive	Annotator 1
Composite-TMA-28_18064	Epithelial proliferative	Annotator 1
Composite-TMA-29_11775	Treg	Annotator 1
Composite-TMA-29_3607	Epithelial	Annotator 1
Composite-TMA-28_4015	Unclear	Annotator 1
Composite-TMA-28_19326	Unclear	Annotator 1
Composite-TMA-27_17075	Epithelial	Annotator 1
Composite-TMA-27_2253	Epithelial	Annotator 1
Composite-TMA-29_16480	Unclear	Annotator 1
Composite-TMA-27_17613	Epithelial	Annotator 1
Composite-TMA-29_14731	Epithelial	Annotator 1
Composite-TMA-28_18655	Epithelial immunosuppressive	Annotator 1
Composite-TMA-28_5046	Unclear	Annotator 1
Composite-TMA-28_5492	Unclear	Annotator 1
Composite-TMA-27_3332	Epithelial	Annotator 1
Composite-TMA-29_5377	Other immune	Annotator 1
Composite-TMA-27_14475	Unclear	Annotator 1
Composite-TMA-29_13425	Epithelial	Annotator 1
Composite-TMA-27_16235	Epithelial	Annotator 1
Composite-TMA-28_12402	Epithelial	Annotator 1
Composite-TMA-27_18411	Epithelial	Annotator 1
Composite-TMA-29_2837	Stromal	Annotator 1
Composite-TMA-28_8942	Epithelial	Annotator 1
Composite-TMA-27_1485	Epithelial	Annotator 1
Composite-TMA-27_7955	Epithelial proliferative	Annotator 1
Composite-TMA-27_1551	Unclear	Annotator 1
Composite-TMA-29_1001	Epithelial	Annotator 1
Composite-TMA-28_1377	Unclear	Annotator 1
Composite-TMA-29_13419	Epithelial	Annotator 1
Composite-TMA-29_12292	Epithelial	Annotator 1
Composite-TMA-28_11406	Epithelial proliferative	Annotator 1
Composite-TMA-28_6467	Epithelial	Annotator 1
Composite-TMA-27_11344	Unclear	Annotator 1
Composite-TMA-27_15290	Epithelial	Annotator 1
Composite-TMA-28_20401	Epithelial	Annotator 1
Composite-TMA-28_1588	Unclear	Annotator 1
Composite-TMA-29_14634	Epithelial	Annotator 1
Composite-TMA-28_14273	Unclear	Annotator 1
Composite-TMA-29_6292	Epithelial	Annotator 1
Composite-TMA-28_5657	Epithelial proliferative	Annotator 1
Composite-TMA-29_8108	Unclear	Annotator 1
Composite-TMA-28_19616	Epithelial I-P	Annotator 1
Composite-TMA-28_21658	Epithelial	Annotator 1
Composite-TMA-29_237	Epithelial	Annotator 1
Composite-TMA-29_12031	Epithelial	Annotator 1
Composite-TMA-28_19496	Epithelial immunosuppressive	Annotator 1
Composite-TMA-27_7679	Unclear	Annotator 1
Composite-TMA-29_4927	Epithelial	Annotator 1
Composite-TMA-28_14705	Epithelial proliferative	Annotator 1
Composite-TMA-29_7410	Epithelial	Annotator 1
Composite-TMA-28_18258	Unclear	Annotator 1
Composite-TMA-29_5029	Epithelial immunosuppressive	Annotator 1
Composite-TMA-27_14465	Epithelial proliferative	Annotator 1
Composite-TMA-29_3647	Unclear	Annotator 1
Composite-TMA-27_6239	Unclear	Annotator 1
Composite-TMA-28_18443	Unclear	Annotator 1
Composite-TMA-29_2044	Unclear	Annotator 1
Composite-TMA-28_16525	Epithelial	Annotator 1
Composite-TMA-28_11426	Epithelial	Annotator 1
Composite-TMA-29_5172	Other immune	Annotator 1
Composite-TMA-27_9960	Epithelial	Annotator 1
Composite-TMA-28_14002	Epithelial proliferative	Annotator 1
Composite-TMA-28_4815	Epithelial	Annotator 1
Composite-TMA-29_4450	Treg	Annotator 1
Composite-TMA-28_20474	Epithelial I-P	Annotator 1
Composite-TMA-28_13815	Epithelial	Annotator 1
Composite-TMA-28_22472	Stromal	Annotator 1
Composite-TMA-28_19648	Stromal	Annotator 1
Composite-TMA-28_2148	Epithelial	Annotator 1
Composite-TMA-28_11425	Epithelial	Annotator 1
Composite-TMA-27_9273	Epithelial proliferative	Annotator 1
Composite-TMA-29_6479	Epithelial	Annotator 1
Composite-TMA-28_12492	Epithelial	Annotator 1
Composite-TMA-29_8404	Treg	Annotator 1
Composite-TMA-28_6772	Epithelial	Annotator 1
Composite-TMA-28_5961	Epithelial	Annotator 1
Composite-TMA-29_2784	Treg	Annotator 1
Composite-TMA-27_8274	Epithelial	Annotator 1
Composite-TMA-28_20057	Epithelial	Annotator 1
Composite-TMA-28_15773	Epithelial proliferative	Annotator 1
Composite-TMA-28_2512	Epithelial proliferative	Annotator 1
Composite-TMA-28_13035	Epithelial	Annotator 1
Composite-TMA-29_3097	Unclear	Annotator 1
Composite-TMA-27_248	Unclear	Annotator 1
Composite-TMA-29_7930	Epithelial immunosuppressive	Annotator 1
Composite-TMA-27_15003	Unclear	Annotator 1
Composite-TMA-29_4784	Stromal	Annotator 1
Composite-TMA-28_22345	Unclear	Annotator 1
Composite-TMA-27_352	Unclear	Annotator 1
Composite-TMA-27_1655	Epithelial proliferative	Annotator 1
Composite-TMA-28_18877	Epithelial proliferative	Annotator 1
Composite-TMA-27_14169	Epithelial	Annotator 1
Composite-TMA-28_15577	Stromal	Annotator 1
Composite-TMA-29_7082	Unclear	Annotator 1
Composite-TMA-29_14885	Unclear	Annotator 1
Composite-TMA-28_11792	Unclear	Annotator 1
Composite-TMA-27_7112	Epithelial	Annotator 1
Composite-TMA-28_19929	Unclear	Annotator 1
Composite-TMA-28_11443	Unclear	Annotator 1
Composite-TMA-27_17767	Epithelial	Annotator 1
Composite-TMA-29_14677	Unclear	Annotator 1
Composite-TMA-27_1348	Epithelial	Annotator 1
Composite-TMA-27_8309	Epithelial	Annotator 1
Composite-TMA-28_6736	Unclear	Annotator 1
Composite-TMA-28_10889	Other immune	Annotator 1
Composite-TMA-28_23066	Epithelial	Annotator 1
Composite-TMA-28_22685	Epithelial immunosuppressive	Annotator 1
Composite-TMA-28_17740	Epithelial	Annotator 1
Composite-TMA-27_5982	Epithelial proliferative	Annotator 1
Composite-TMA-29_16290	Unclear	Annotator 1
Composite-TMA-27_17988	Epithelial	Annotator 1
Composite-TMA-27_2295	Unclear	Annotator 1
Composite-TMA-27_9002	Epithelial	Annotator 1
Composite-TMA-28_13032	Unclear	Annotator 1
Composite-TMA-29_7062	Unclear	Annotator 1
Composite-TMA-29_9623	Unclear	Annotator 1
Composite-TMA-28_13436	Epithelial I-P	Annotator 1
Composite-TMA-28_19968	Epithelial	Annotator 1
Composite-TMA-28_4529	Epithelial	Annotator 1
Composite-TMA-29_2613	Unclear	Annotator 1
Composite-TMA-28_10665	Other immune	Annotator 1
Composite-TMA-29_2878	Epithelial	Annotator 1
Composite-TMA-27_10501	Unclear	Annotator 1
Composite-TMA-28_15533	Stromal	Annotator 1
Composite-TMA-27_3376	Unclear	Annotator 1
Composite-TMA-29_11675	Epithelial	Annotator 1
Composite-TMA-27_7136	Epithelial	Annotator 1
Composite-TMA-28_6197	Epithelial	Annotator 1
Composite-TMA-27_7144	Unclear	Annotator 1
Composite-TMA-27_13686	Epithelial	Annotator 1
Composite-TMA-29_14211	Epithelial	Annotator 1
Composite-TMA-27_11809	Epithelial	Annotator 1
Composite-TMA-28_18194	Unclear	Annotator 1
Composite-TMA-27_8661	Epithelial	Annotator 1
Composite-TMA-27_16576	Unclear	Annotator 1
Composite-TMA-27_8867	Unclear	Annotator 1
Composite-TMA-29_7284	Stromal	Annotator 1
Composite-TMA-27_921	Unclear	Annotator 1
Composite-TMA-29_12245	Unclear	Annotator 1
Composite-TMA-28_8075	Epithelial proliferative	Annotator 1
Composite-TMA-28_971	Other immune	Annotator 1
Composite-TMA-28_22434	Epithelial proliferative	Annotator 1
Composite-TMA-28_3166	Epithelial	Annotator 1
Composite-TMA-28_8013	Unclear	Annotator 1
Composite-TMA-28_18510	Unclear	Annotator 1
Composite-TMA-29_15333	Treg	Annotator 1
Composite-TMA-29_16110	Unclear	Annotator 1
Composite-TMA-28_22565	Other immune	Annotator 1
Composite-TMA-27_7148	Epithelial	Annotator 1
Composite-TMA-28_14995	Epithelial	Annotator 1
Composite-TMA-28_15767	Unclear	Annotator 1
Composite-TMA-29_6242	Unclear	Annotator 1
Composite-TMA-28_19047	Epithelial	Annotator 1
Composite-TMA-29_7692	Unclear	Annotator 1
Composite-TMA-28_17026	Epithelial	Annotator 1
Composite-TMA-29_6279	Epithelial	Annotator 1
Composite-TMA-27_18151	Unclear	Annotator 1
Composite-TMA-28_1539	Epithelial	Annotator 1
Composite-TMA-27_10286	Unclear	Annotator 1
Composite-TMA-29_14853	Stromal	Annotator 1
Composite-TMA-29_115	Epithelial	Annotator 1
Composite-TMA-27_16952	Unclear	Annotator 1
Composite-TMA-28_19793	Epithelial proliferative	Annotator 1
Composite-TMA-27_5548	Epithelial proliferative	Annotator 1
Composite-TMA-28_11361	Stromal	Annotator 1
Composite-TMA-28_14394	Unclear	Annotator 1
Composite-TMA-27_18391	Unclear	Annotator 1
Composite-TMA-28_5357	Unclear	Annotator 1
Composite-TMA-29_3707	Other immune	Annotator 1
Composite-TMA-27_8445	Epithelial	Annotator 1
Composite-TMA-28_8355	Unclear	Annotator 1
Composite-TMA-28_11835	Stromal	Annotator 1
Composite-TMA-27_8401	Epithelial	Annotator 1
Composite-TMA-28_18431	Epithelial I-P	Annotator 1
Composite-TMA-29_11882	Epithelial	Annotator 1
Composite-TMA-28_12946	Epithelial	Annotator 1
Composite-TMA-27_9914	Epithelial	Annotator 1
Composite-TMA-28_18090	Unclear	Annotator 1
Composite-TMA-28_2358	Unclear	Annotator 1
Composite-TMA-28_316	Stromal	Annotator 1
Composite-TMA-27_14875	Epithelial	Annotator 1
Composite-TMA-29_6481	Other immune	Annotator 1
Composite-TMA-27_5708	Epithelial	Annotator 1
Composite-TMA-28_549	Epithelial	Annotator 1
Composite-TMA-29_3493	Unclear	Annotator 1
Composite-TMA-27_3651	Unclear	Annotator 1
Composite-TMA-28_1642	Unclear	Annotator 1
Composite-TMA-28_22757	Epithelial	Annotator 1
Composite-TMA-27_16228	Epithelial	Annotator 1
Composite-TMA-27_7022	Epithelial	Annotator 1
Composite-TMA-27_15780	Unclear	Annotator 1
Composite-TMA-29_1831	Unclear	Annotator 1
Composite-TMA-28_856	Unclear	Annotator 1
Composite-TMA-28_14482	Epithelial	Annotator 1
Composite-TMA-29_11355	Stromal	Annotator 1
Composite-TMA-28_1148	Stromal	Annotator 1
Composite-TMA-27_16847	Epithelial	Annotator 1
Composite-TMA-28_19370	Epithelial proliferative	Annotator 1
Composite-TMA-28_6909	Epithelial proliferative	Annotator 1
Composite-TMA-29_1223	Unclear	Annotator 1
Composite-TMA-28_7645	Epithelial	Annotator 1
Composite-TMA-27_5255	Epithelial	Annotator 1
Composite-TMA-27_2838	Epithelial	Annotator 1
Composite-TMA-28_3472	Unclear	Annotator 1
Composite-TMA-29_74	Unclear	Annotator 1
Composite-TMA-27_13261	Epithelial	Annotator 1
Composite-TMA-28_701	Unclear	Annotator 1
Composite-TMA-27_7280	Epithelial	Annotator 1
Composite-TMA-27_15866	Epithelial	Annotator 1
Composite-TMA-29_735	Unclear	Annotator 1
Composite-TMA-29_12215	Epithelial	Annotator 1
Composite-TMA-29_4733	Unclear	Annotator 1
Composite-TMA-28_8263	Unclear	Annotator 1
Composite-TMA-29_6368	Epithelial	Annotator 1
Composite-TMA-28_6312	Unclear	Annotator 1
Composite-TMA-28_14809	Epithelial	Annotator 1
Composite-TMA-29_15371	Other immune	Annotator 1
Composite-TMA-29_8877	Stromal	Annotator 1
Composite-TMA-27_17729	Epithelial	Annotator 1
Composite-TMA-27_15211	Epithelial	Annotator 1
Composite-TMA-28_17491	Unclear	Annotator 1
Composite-TMA-29_15253	Unclear	Annotator 1
Composite-TMA-29_10566	Other immune	Annotator 1
Composite-TMA-29_15878	Epithelial	Annotator 1
Composite-TMA-28_10862	Unclear	Annotator 1
Composite-TMA-29_8951	Epithelial	Annotator 1
Composite-TMA-29_13295	Epithelial	Annotator 1
Composite-TMA-28_22065	Epithelial proliferative	Annotator 1
Composite-TMA-28_8178	Unclear	Annotator 1
Composite-TMA-28_21624	Epithelial proliferative	Annotator 1
Composite-TMA-28_17055	Epithelial proliferative	Annotator 1
Composite-TMA-28_22342	Epithelial proliferative	Annotator 1
Composite-TMA-28_23209	Epithelial proliferative	Annotator 1
Composite-TMA-27_16161	Epithelial	Annotator 1
Composite-TMA-28_5527	Stromal	Annotator 1
Composite-TMA-27_348	Epithelial	Annotator 1
Composite-TMA-29_13195	Epithelial	Annotator 1
Composite-TMA-27_14896	Epithelial	Annotator 1
Composite-TMA-28_10278	Stromal	Annotator 1
Composite-TMA-28_1324	Stromal	Annotator 1
Composite-TMA-27_8154	Epithelial	Annotator 1
Composite-TMA-28_9548	Unclear	Annotator 1
Composite-TMA-27_3697	Epithelial	Annotator 1
Composite-TMA-28_16475	Unclear	Annotator 1
Composite-TMA-28_21897	Epithelial proliferative	Annotator 1
Composite-TMA-27_14285	Epithelial	Annotator 1
Composite-TMA-29_2745	Epithelial	Annotator 1
Composite-TMA-28_4493	Stromal	Annotator 1
Composite-TMA-28_9860	Epithelial	Annotator 1
Composite-TMA-28_22626	Epithelial	Annotator 1
Composite-TMA-27_16869	Epithelial	Annotator 1
Composite-TMA-27_1034	Epithelial	Annotator 1
Composite-TMA-28_15755	Epithelial	Annotator 1
Composite-TMA-28_9099	Unclear	Annotator 1
Composite-TMA-28_12730	Epithelial proliferative	Annotator 1
Composite-TMA-27_14861	Unclear	Annotator 1
Composite-TMA-28_17589	Stromal	Annotator 1
Composite-TMA-29_13401	Stromal	Annotator 1
Composite-TMA-28_10553	Epithelial	Annotator 1
Composite-TMA-27_4176	Epithelial	Annotator 1
Composite-TMA-28_12583	Epithelial I-P	Annotator 1
Composite-TMA-29_6984	Epithelial	Annotator 1
Composite-TMA-29_5861	Unclear	Annotator 1
Composite-TMA-27_15739	Epithelial	Annotator 1
Composite-TMA-27_11610	Epithelial	Annotator 1
Composite-TMA-28_1686	Epithelial proliferative	Annotator 1
Composite-TMA-29_11683	Epithelial	Annotator 1
Composite-TMA-29_9408	Other immune	Annotator 1
Composite-TMA-28_4738	Epithelial	Annotator 1
Composite-TMA-28_4359	Unclear	Annotator 1
Composite-TMA-28_916	Unclear	Annotator 1
Composite-TMA-28_4152	Epithelial	Annotator 1
Composite-TMA-27_8564	Epithelial	Annotator 1
Composite-TMA-28_16605	Epithelial	Annotator 1
Composite-TMA-27_15262	Epithelial	Annotator 1
Composite-TMA-27_5583	Epithelial proliferative	Annotator 1
Composite-TMA-28_11006	Epithelial proliferative	Annotator 1
Composite-TMA-28_13941	Unclear	Annotator 1
Composite-TMA-29_14940	Epithelial	Annotator 1
Composite-TMA-28_13599	Unclear	Annotator 1
Composite-TMA-28_19360	Epithelial	Annotator 1
Composite-TMA-28_14518	Unclear	Annotator 1
Composite-TMA-28_13305	Unclear	Annotator 1
Composite-TMA-29_13454	Unclear	Annotator 1
Composite-TMA-27_4428	Epithelial proliferative	Annotator 1
Composite-TMA-27_18378	Epithelial	Annotator 1
Composite-TMA-27_16295	Epithelial	Annotator 1
Composite-TMA-29_13593	Unclear	Annotator 1
Composite-TMA-29_9394	Unclear	Annotator 1
Composite-TMA-27_2675	Epithelial proliferative	Annotator 1
Composite-TMA-27_11401	Unclear	Annotator 1
Composite-TMA-29_4150	Epithelial	Annotator 1
Composite-TMA-27_7088	Epithelial	Annotator 1
Composite-TMA-28_4900	Unclear	Annotator 1
Composite-TMA-29_2420	Unclear	Annotator 1
Composite-TMA-28_2614	Epithelial	Annotator 1
Composite-TMA-28_13290	Epithelial proliferative	Annotator 1
Composite-TMA-29_14238	Epithelial	Annotator 1
Composite-TMA-28_5715	Other immune	Annotator 1
Composite-TMA-29_11433	Epithelial	Annotator 1
Composite-TMA-28_305	Epithelial proliferative	Annotator 1
Composite-TMA-28_10174	Stromal	Annotator 1
Composite-TMA-29_4219	Unclear	Annotator 1
Composite-TMA-29_5872	Unclear	Annotator 1
Composite-TMA-28_7929	Epithelial	Annotator 1
Composite-TMA-28_16363	Epithelial	Annotator 1
Composite-TMA-28_2765	Unclear	Annotator 1
Composite-TMA-27_15995	Epithelial	Annotator 1
Composite-TMA-28_11111	Epithelial	Annotator 1
Composite-TMA-28_9198	Epithelial	Annotator 1
Composite-TMA-27_13567	Epithelial	Annotator 1
Composite-TMA-27_10180	Epithelial	Annotator 1
Composite-TMA-28_4055	Epithelial proliferative	Annotator 1
Composite-TMA-27_11534	Unclear	Annotator 1
Composite-TMA-27_13370	Epithelial	Annotator 1
