cell_id	leiden	cell_type
Composite-TMA-29_1009	0	Other immune
Composite-TMA-29_10090	0	Other immune
Composite-TMA-29_10091	0	Other immune
Composite-TMA-29_10093	17	Treg
Composite-TMA-29_10094	17	Treg
Composite-TMA-29_10095	0	Other immune
Composite-TMA-29_10096	2	Epithelial
Composite-TMA-29_10097	0	Other immune
Composite-TMA-29_10099	0	Other immune
Composite-TMA-29_101	2	Epithelial
Composite-TMA-29_10100	2	Epithelial
Composite-TMA-29_10101	2	Epithelial
Composite-TMA-29_10102	17	Treg
Composite-TMA-29_10103	17	Treg
Composite-TMA-29_10105	0	Other immune
Composite-TMA-29_10106	0	Other immune
Composite-TMA-29_10107	2	Epithelial
Composite-TMA-29_10108	17	Treg
Composite-TMA-29_1011	2	Epithelial
Composite-TMA-29_10110	0	Other immune
Composite-TMA-29_10111	2	Epithelial
Composite-TMA-29_10112	2	Epithelial
Composite-TMA-29_10113	0	Other immune
Composite-TMA-29_10114	0	Other immune
Composite-TMA-29_1012	15	Unclear
Composite-TMA-29_10121	0	Other immune
Composite-TMA-29_10122	2	Epithelial
Composite-TMA-29_10123	0	Other immune
Composite-TMA-29_10124	2	Epithelial
Composite-TMA-29_10126	0	Other immune
Composite-TMA-29_10127	17	Treg
Composite-TMA-29_10129	17	Treg
Composite-TMA-29_1013	2	Epithelial
Composite-TMA-29_10131	0	Other immune
Composite-TMA-29_10132	2	Epithelial
Composite-TMA-29_10133	0	Other immune
Composite-TMA-29_10135	17	Treg
Composite-TMA-29_10137	0	Other immune
Composite-TMA-29_10138	2	Epithelial
Composite-TMA-29_10139	0	Other immune
Composite-TMA-29_1014	0	Other immune
Composite-TMA-29_10140	0	Other immune
Composite-TMA-29_10141	2	Epithelial
Composite-TMA-29_10144	2	Epithelial
Composite-TMA-29_10145	2	Epithelial
Composite-TMA-29_10146	0	Other immune
Composite-TMA-29_10147	0	Other immune
Composite-TMA-29_10148	0	Other immune
Composite-TMA-29_10150	2	Epithelial
Composite-TMA-29_10153	17	Treg
Composite-TMA-29_10155	0	Other immune
Composite-TMA-29_10157	0	Other immune
Composite-TMA-29_1016	2	Epithelial
Composite-TMA-29_10161	0	Other immune
Composite-TMA-29_10163	0	Other immune
Composite-TMA-29_10166	15	Unclear
Composite-TMA-29_10167	15	Unclear
Composite-TMA-29_10169	2	Epithelial
Composite-TMA-29_1017	2	Epithelial
Composite-TMA-29_10171	2	Epithelial
Composite-TMA-29_10172	17	Treg
Composite-TMA-29_10173	0	Other immune
Composite-TMA-29_10174	2	Epithelial
Composite-TMA-29_10175	0	Other immune
Composite-TMA-29_10179	17	Treg
Composite-TMA-29_1018	2	Epithelial
Composite-TMA-29_10180	17	Treg
Composite-TMA-29_10183	15	Unclear
Composite-TMA-29_10185	17	Treg
Composite-TMA-29_10186	0	Other immune
Composite-TMA-29_10187	2	Epithelial
Composite-TMA-29_10188	0	Other immune
Composite-TMA-29_10189	0	Other immune
Composite-TMA-29_10191	2	Epithelial
Composite-TMA-29_10192	0	Other immune
Composite-TMA-29_10193	2	Epithelial
Composite-TMA-29_10195	0	Other immune
Composite-TMA-29_10196	2	Epithelial
Composite-TMA-29_10197	2	Epithelial
Composite-TMA-29_10199	2	Epithelial
Composite-TMA-29_10201	15	Unclear
Composite-TMA-29_10202	2	Epithelial
Composite-TMA-29_10203	0	Other immune
Composite-TMA-29_10205	0	Other immune
Composite-TMA-29_10206	2	Epithelial
Composite-TMA-29_10209	0	Other immune
Composite-TMA-29_1021	2	Epithelial
Composite-TMA-29_10210	17	Treg
Composite-TMA-29_10211	0	Other immune
Composite-TMA-29_10214	0	Other immune
Composite-TMA-29_10217	2	Epithelial
Composite-TMA-29_10218	0	Other immune
Composite-TMA-29_10219	0	Other immune
Composite-TMA-29_1022	0	Other immune
Composite-TMA-29_10223	0	Other immune
Composite-TMA-29_10224	2	Epithelial
Composite-TMA-29_10225	0	Other immune
Composite-TMA-29_10226	0	Other immune
Composite-TMA-29_10228	2	Epithelial
Composite-TMA-29_10229	2	Epithelial
Composite-TMA-29_1023	2	Epithelial
Composite-TMA-29_10230	2	Epithelial
Composite-TMA-29_10234	2	Epithelial
Composite-TMA-29_10236	17	Treg
Composite-TMA-29_10238	0	Other immune
Composite-TMA-29_1024	2	Epithelial
Composite-TMA-29_10242	2	Epithelial
Composite-TMA-29_10243	0	Other immune
Composite-TMA-29_10248	17	Treg
Composite-TMA-29_1025	15	Unclear
Composite-TMA-29_10250	17	Treg
Composite-TMA-29_10252	2	Epithelial
Composite-TMA-29_10254	2	Epithelial
Composite-TMA-29_10258	17	Treg
Composite-TMA-29_10262	17	Treg
Composite-TMA-29_10263	17	Treg
Composite-TMA-29_10265	15	Unclear
Composite-TMA-29_10266	2	Epithelial
Composite-TMA-29_10269	17	Treg
Composite-TMA-29_1027	2	Epithelial
Composite-TMA-29_10273	0	Other immune
Composite-TMA-29_10275	0	Other immune
Composite-TMA-29_10276	2	Epithelial
Composite-TMA-29_10279	0	Other immune
Composite-TMA-29_1028	2	Epithelial
Composite-TMA-29_10280	2	Epithelial
Composite-TMA-29_10281	0	Other immune
Composite-TMA-29_10286	0	Other immune
Composite-TMA-29_10287	17	Treg
Composite-TMA-29_10288	0	Other immune
Composite-TMA-29_10289	15	Unclear
Composite-TMA-29_1029	2	Epithelial
Composite-TMA-29_10290	0	Other immune
Composite-TMA-29_10292	0	Other immune
Composite-TMA-29_10293	17	Treg
Composite-TMA-29_10294	0	Other immune
Composite-TMA-29_10295	2	Epithelial
Composite-TMA-29_10296	2	Epithelial
Composite-TMA-29_10297	0	Other immune
Composite-TMA-29_10298	17	Treg
Composite-TMA-29_1030	2	Epithelial
Composite-TMA-29_10302	2	Epithelial
Composite-TMA-29_10303	2	Epithelial
Composite-TMA-29_10307	2	Epithelial
Composite-TMA-29_10308	0	Other immune
Composite-TMA-29_10309	0	Other immune
Composite-TMA-29_1031	2	Epithelial
Composite-TMA-29_10310	2	Epithelial
Composite-TMA-29_10311	2	Epithelial
Composite-TMA-29_10314	2	Epithelial
Composite-TMA-29_10315	17	Treg
Composite-TMA-29_10316	0	Other immune
Composite-TMA-29_10317	15	Unclear
Composite-TMA-29_1032	0	Other immune
Composite-TMA-29_10320	17	Treg
Composite-TMA-29_10321	2	Epithelial
Composite-TMA-29_10325	0	Other immune
Composite-TMA-29_10326	0	Other immune
Composite-TMA-29_10327	2	Epithelial
Composite-TMA-29_10329	2	Epithelial
Composite-TMA-29_1033	2	Epithelial
Composite-TMA-29_10330	2	Epithelial
Composite-TMA-29_10332	0	Other immune
Composite-TMA-29_10334	0	Other immune
Composite-TMA-29_10337	0	Other immune
Composite-TMA-29_1034	15	Unclear
Composite-TMA-29_10340	2	Epithelial
Composite-TMA-29_10341	2	Epithelial
Composite-TMA-29_10343	2	Epithelial
Composite-TMA-29_10346	2	Epithelial
Composite-TMA-29_10349	2	Epithelial
Composite-TMA-29_1035	2	Epithelial
Composite-TMA-29_10353	2	Epithelial
Composite-TMA-29_10358	17	Treg
Composite-TMA-29_10359	0	Other immune
Composite-TMA-29_10361	0	Other immune
Composite-TMA-29_10362	0	Other immune
Composite-TMA-29_10363	2	Epithelial
Composite-TMA-29_10364	20	Stromal
Composite-TMA-29_10365	0	Other immune
Composite-TMA-29_10368	17	Treg
Composite-TMA-29_1037	0	Other immune
Composite-TMA-29_10372	17	Treg
Composite-TMA-29_10373	2	Epithelial
Composite-TMA-29_10376	2	Epithelial
Composite-TMA-29_10378	15	Unclear
Composite-TMA-29_10379	0	Other immune
Composite-TMA-29_10380	0	Other immune
Composite-TMA-29_10382	0	Other immune
Composite-TMA-29_10383	0	Other immune
Composite-TMA-29_10384	2	Epithelial
Composite-TMA-29_10386	0	Other immune
Composite-TMA-29_10387	15	Unclear
Composite-TMA-29_10388	2	Epithelial
Composite-TMA-29_10389	2	Epithelial
Composite-TMA-29_1039	0	Other immune
Composite-TMA-29_10391	0	Other immune
Composite-TMA-29_10392	0	Other immune
Composite-TMA-29_10393	0	Other immune
Composite-TMA-29_10394	0	Other immune
Composite-TMA-29_10396	0	Other immune
Composite-TMA-29_10397	15	Unclear
Composite-TMA-29_10398	0	Other immune
Composite-TMA-29_10399	15	Unclear
Composite-TMA-29_104	15	Unclear
Composite-TMA-29_1040	0	Other immune
Composite-TMA-29_10400	0	Other immune
Composite-TMA-29_10401	0	Other immune
Composite-TMA-29_10402	2	Epithelial
Composite-TMA-29_10403	17	Treg
Composite-TMA-29_10405	2	Epithelial
Composite-TMA-29_10406	0	Other immune
Composite-TMA-29_10407	0	Other immune
Composite-TMA-29_10408	17	Treg
Composite-TMA-29_1041	2	Epithelial
Composite-TMA-29_10410	0	Other immune
Composite-TMA-29_10411	0	Other immune
Composite-TMA-29_10412	0	Other immune
Composite-TMA-29_10413	2	Epithelial
Composite-TMA-29_10414	0	Other immune
Composite-TMA-29_10416	0	Other immune
Composite-TMA-29_10417	17	Treg
Composite-TMA-29_1042	2	Epithelial
Composite-TMA-29_10420	2	Epithelial
Composite-TMA-29_10421	0	Other immune
Composite-TMA-29_10422	0	Other immune
Composite-TMA-29_10423	2	Epithelial
Composite-TMA-29_10426	0	Other immune
Composite-TMA-29_10428	0	Other immune
Composite-TMA-29_1043	2	Epithelial
Composite-TMA-29_10431	2	Epithelial
Composite-TMA-29_10432	2	Epithelial
Composite-TMA-29_10433	2	Epithelial
Composite-TMA-29_10434	0	Other immune
Composite-TMA-29_10436	2	Epithelial
Composite-TMA-29_10439	17	Treg
Composite-TMA-29_1044	2	Epithelial
Composite-TMA-29_10440	2	Epithelial
Composite-TMA-29_10442	17	Treg
Composite-TMA-29_10443	15	Unclear
Composite-TMA-29_10444	0	Other immune
Composite-TMA-29_10445	2	Epithelial
Composite-TMA-29_10447	0	Other immune
Composite-TMA-29_10448	15	Unclear
Composite-TMA-29_10449	15	Unclear
Composite-TMA-29_1045	2	Epithelial
Composite-TMA-29_10450	2	Epithelial
Composite-TMA-29_10451	2	Epithelial
Composite-TMA-29_10452	2	Epithelial
Composite-TMA-29_10456	2	Epithelial
Composite-TMA-29_10457	15	Unclear
Composite-TMA-29_10458	0	Other immune
Composite-TMA-29_10459	0	Other immune
Composite-TMA-29_1046	2	Epithelial
Composite-TMA-29_10460	0	Other immune
Composite-TMA-29_10461	0	Other immune
Composite-TMA-29_10463	0	Other immune
Composite-TMA-29_10466	2	Epithelial
Composite-TMA-29_10467	17	Treg
Composite-TMA-29_10469	15	Unclear
Composite-TMA-29_1047	2	Epithelial
Composite-TMA-29_10470	0	Other immune
Composite-TMA-29_10471	0	Other immune
Composite-TMA-29_10472	0	Other immune
Composite-TMA-29_10473	0	Other immune
Composite-TMA-29_10474	0	Other immune
Composite-TMA-29_10475	2	Epithelial
Composite-TMA-29_10477	0	Other immune
Composite-TMA-29_10478	0	Other immune
Composite-TMA-29_10479	0	Other immune
Composite-TMA-29_1048	2	Epithelial
Composite-TMA-29_10480	0	Other immune
Composite-TMA-29_10482	2	Epithelial
Composite-TMA-29_10484	0	Other immune
Composite-TMA-29_10485	15	Unclear
Composite-TMA-29_10486	15	Unclear
Composite-TMA-29_10487	15	Unclear
Composite-TMA-29_10488	2	Epithelial
Composite-TMA-29_10489	2	Epithelial
Composite-TMA-29_1049	0	Other immune
Composite-TMA-29_10491	2	Epithelial
Composite-TMA-29_10493	15	Unclear
Composite-TMA-29_10494	17	Treg
Composite-TMA-29_10496	0	Other immune
Composite-TMA-29_10498	0	Other immune
Composite-TMA-29_105	2	Epithelial
Composite-TMA-29_1050	2	Epithelial
Composite-TMA-29_10500	0	Other immune
Composite-TMA-29_10504	0	Other immune
Composite-TMA-29_10507	15	Unclear
Composite-TMA-29_10508	0	Other immune
Composite-TMA-29_10509	2	Epithelial
Composite-TMA-29_1051	2	Epithelial
Composite-TMA-29_10510	2	Epithelial
Composite-TMA-29_10513	17	Treg
Composite-TMA-29_10514	0	Other immune
Composite-TMA-29_10515	15	Unclear
Composite-TMA-29_10516	0	Other immune
Composite-TMA-29_10517	15	Unclear
Composite-TMA-29_10518	2	Epithelial
Composite-TMA-29_1052	2	Epithelial
Composite-TMA-29_10520	2	Epithelial
Composite-TMA-29_10521	0	Other immune
Composite-TMA-29_10523	0	Other immune
Composite-TMA-29_10524	0	Other immune
Composite-TMA-29_10525	17	Treg
Composite-TMA-29_10526	2	Epithelial
Composite-TMA-29_10527	17	Treg
Composite-TMA-29_10528	15	Unclear
Composite-TMA-29_10529	15	Unclear
Composite-TMA-29_1053	2	Epithelial
Composite-TMA-29_10530	0	Other immune
Composite-TMA-29_10531	2	Epithelial
Composite-TMA-29_10532	0	Other immune
Composite-TMA-29_10533	0	Other immune
Composite-TMA-29_10534	2	Epithelial
Composite-TMA-29_10535	0	Other immune
Composite-TMA-29_10536	2	Epithelial
Composite-TMA-29_10537	2	Epithelial
Composite-TMA-29_10538	0	Other immune
Composite-TMA-29_1054	2	Epithelial
Composite-TMA-29_10542	17	Treg
Composite-TMA-29_10543	0	Other immune
Composite-TMA-29_10544	2	Epithelial
Composite-TMA-29_10545	17	Treg
Composite-TMA-29_10546	2	Epithelial
Composite-TMA-29_10547	15	Unclear
Composite-TMA-29_10548	2	Epithelial
Composite-TMA-29_10549	0	Other immune
Composite-TMA-29_10550	0	Other immune
Composite-TMA-29_10551	0	Other immune
Composite-TMA-29_10552	2	Epithelial
Composite-TMA-29_10553	0	Other immune
Composite-TMA-29_10555	0	Other immune
Composite-TMA-29_10558	2	Epithelial
Composite-TMA-29_10559	2	Epithelial
Composite-TMA-29_1056	2	Epithelial
Composite-TMA-29_10560	0	Other immune
Composite-TMA-29_10562	0	Other immune
Composite-TMA-29_10563	2	Epithelial
Composite-TMA-29_10564	0	Other immune
Composite-TMA-29_10565	0	Other immune
Composite-TMA-29_10566	0	Other immune
Composite-TMA-29_10567	0	Other immune
Composite-TMA-29_10568	0	Other immune
Composite-TMA-29_10569	0	Other immune
Composite-TMA-29_1057	2	Epithelial
Composite-TMA-29_10570	15	Unclear
Composite-TMA-29_10572	2	Epithelial
Composite-TMA-29_10573	2	Epithelial
Composite-TMA-29_10574	2	Epithelial
Composite-TMA-29_10575	2	Epithelial
Composite-TMA-29_10576	0	Other immune
Composite-TMA-29_10577	0	Other immune
Composite-TMA-29_10578	2	Epithelial
Composite-TMA-29_10579	2	Epithelial
Composite-TMA-29_1058	0	Other immune
Composite-TMA-29_10580	2	Epithelial
Composite-TMA-29_10582	17	Treg
Composite-TMA-29_10583	0	Other immune
Composite-TMA-29_10584	0	Other immune
Composite-TMA-29_10585	0	Other immune
Composite-TMA-29_10586	0	Other immune
Composite-TMA-29_10587	2	Epithelial
Composite-TMA-29_10588	2	Epithelial
Composite-TMA-29_10589	0	Other immune
Composite-TMA-29_1059	2	Epithelial
Composite-TMA-29_10591	17	Treg
Composite-TMA-29_10592	17	Treg
Composite-TMA-29_10593	17	Treg
Composite-TMA-29_10595	0	Other immune
Composite-TMA-29_10596	0	Other immune
Composite-TMA-29_10597	0	Other immune
Composite-TMA-29_10598	2	Epithelial
Composite-TMA-29_10599	2	Epithelial
Composite-TMA-29_1060	2	Epithelial
Composite-TMA-29_10601	0	Other immune
Composite-TMA-29_10602	17	Treg
Composite-TMA-29_10604	15	Unclear
Composite-TMA-29_10605	2	Epithelial
Composite-TMA-29_10607	0	Other immune
Composite-TMA-29_10608	17	Treg
Composite-TMA-29_10609	2	Epithelial
Composite-TMA-29_1061	2	Epithelial
Composite-TMA-29_10610	15	Unclear
Composite-TMA-29_10611	0	Other immune
Composite-TMA-29_10612	2	Epithelial
Composite-TMA-29_10614	2	Epithelial
Composite-TMA-29_10617	0	Other immune
Composite-TMA-29_10618	0	Other immune
Composite-TMA-29_10619	2	Epithelial
Composite-TMA-29_1062	2	Epithelial
Composite-TMA-29_10620	0	Other immune
Composite-TMA-29_10621	0	Other immune
Composite-TMA-29_10623	0	Other immune
Composite-TMA-29_10624	2	Epithelial
Composite-TMA-29_10625	2	Epithelial
Composite-TMA-29_10627	0	Other immune
Composite-TMA-29_10628	2	Epithelial
Composite-TMA-29_10629	2	Epithelial
Composite-TMA-29_1063	0	Other immune
Composite-TMA-29_10632	0	Other immune
Composite-TMA-29_10633	17	Treg
Composite-TMA-29_10634	2	Epithelial
Composite-TMA-29_10635	0	Other immune
Composite-TMA-29_10636	2	Epithelial
Composite-TMA-29_10637	2	Epithelial
Composite-TMA-29_10639	0	Other immune
Composite-TMA-29_1064	2	Epithelial
Composite-TMA-29_10640	2	Epithelial
Composite-TMA-29_10641	0	Other immune
Composite-TMA-29_10643	2	Epithelial
Composite-TMA-29_10645	17	Treg
Composite-TMA-29_10646	2	Epithelial
Composite-TMA-29_10647	15	Unclear
Composite-TMA-29_10649	0	Other immune
Composite-TMA-29_1065	2	Epithelial
Composite-TMA-29_10650	0	Other immune
Composite-TMA-29_10652	20	Stromal
Composite-TMA-29_10653	17	Treg
Composite-TMA-29_10655	0	Other immune
Composite-TMA-29_10656	2	Epithelial
Composite-TMA-29_10658	2	Epithelial
Composite-TMA-29_10659	0	Other immune
Composite-TMA-29_1066	2	Epithelial
Composite-TMA-29_10662	17	Treg
Composite-TMA-29_10663	2	Epithelial
Composite-TMA-29_10664	2	Epithelial
Composite-TMA-29_10665	2	Epithelial
Composite-TMA-29_10666	2	Epithelial
Composite-TMA-29_10667	17	Treg
Composite-TMA-29_10668	0	Other immune
Composite-TMA-29_10669	2	Epithelial
Composite-TMA-29_1067	2	Epithelial
Composite-TMA-29_10670	2	Epithelial
Composite-TMA-29_10672	17	Treg
Composite-TMA-29_10673	17	Treg
Composite-TMA-29_10674	2	Epithelial
Composite-TMA-29_10675	15	Unclear
Composite-TMA-29_10676	0	Other immune
Composite-TMA-29_10677	17	Treg
Composite-TMA-29_10678	17	Treg
Composite-TMA-29_10679	17	Treg
Composite-TMA-29_1068	2	Epithelial
Composite-TMA-29_10680	0	Other immune
Composite-TMA-29_10681	2	Epithelial
Composite-TMA-29_10682	0	Other immune
Composite-TMA-29_10686	17	Treg
Composite-TMA-29_10687	2	Epithelial
Composite-TMA-29_10688	2	Epithelial
Composite-TMA-29_10689	2	Epithelial
Composite-TMA-29_1069	2	Epithelial
Composite-TMA-29_10690	0	Other immune
Composite-TMA-29_10692	17	Treg
Composite-TMA-29_10694	15	Unclear
Composite-TMA-29_10695	0	Other immune
Composite-TMA-29_10696	0	Other immune
Composite-TMA-29_10697	0	Other immune
Composite-TMA-29_10699	17	Treg
Composite-TMA-29_107	15	Unclear
Composite-TMA-29_1070	2	Epithelial
Composite-TMA-29_10700	15	Unclear
Composite-TMA-29_10701	2	Epithelial
Composite-TMA-29_10702	0	Other immune
Composite-TMA-29_10703	2	Epithelial
Composite-TMA-29_10707	0	Other immune
Composite-TMA-29_10708	2	Epithelial
Composite-TMA-29_10709	17	Treg
Composite-TMA-29_1071	2	Epithelial
Composite-TMA-29_10710	15	Unclear
Composite-TMA-29_10711	2	Epithelial
Composite-TMA-29_10713	17	Treg
Composite-TMA-29_10714	2	Epithelial
Composite-TMA-29_10718	2	Epithelial
Composite-TMA-29_10719	0	Other immune
Composite-TMA-29_1072	2	Epithelial
Composite-TMA-29_10720	2	Epithelial
Composite-TMA-29_10721	2	Epithelial
Composite-TMA-29_10722	2	Epithelial
Composite-TMA-29_10724	0	Other immune
Composite-TMA-29_10725	15	Unclear
Composite-TMA-29_10726	0	Other immune
Composite-TMA-29_10727	2	Epithelial
Composite-TMA-29_10728	2	Epithelial
Composite-TMA-29_1073	2	Epithelial
Composite-TMA-29_10730	0	Other immune
Composite-TMA-29_10731	2	Epithelial
Composite-TMA-29_10732	2	Epithelial
Composite-TMA-29_10733	2	Epithelial
Composite-TMA-29_10734	17	Treg
Composite-TMA-29_10735	15	Unclear
Composite-TMA-29_10736	0	Other immune
Composite-TMA-29_10737	2	Epithelial
Composite-TMA-29_10738	0	Other immune
Composite-TMA-29_10739	0	Other immune
Composite-TMA-29_1074	0	Other immune
Composite-TMA-29_10740	0	Other immune
Composite-TMA-29_10741	17	Treg
Composite-TMA-29_10742	2	Epithelial
Composite-TMA-29_10743	0	Other immune
Composite-TMA-29_10744	2	Epithelial
Composite-TMA-29_10745	0	Other immune
Composite-TMA-29_10746	2	Epithelial
Composite-TMA-29_10747	2	Epithelial
Composite-TMA-29_10748	2	Epithelial
Composite-TMA-29_1075	2	Epithelial
Composite-TMA-29_10750	0	Other immune
Composite-TMA-29_10751	0	Other immune
Composite-TMA-29_10752	0	Other immune
Composite-TMA-29_10753	2	Epithelial
Composite-TMA-29_10755	0	Other immune
Composite-TMA-29_10757	0	Other immune
Composite-TMA-29_10758	0	Other immune
Composite-TMA-29_1076	2	Epithelial
Composite-TMA-29_10761	2	Epithelial
Composite-TMA-29_10765	0	Other immune
Composite-TMA-29_10766	0	Other immune
Composite-TMA-29_10767	2	Epithelial
Composite-TMA-29_10768	0	Other immune
Composite-TMA-29_10769	2	Epithelial
Composite-TMA-29_1077	2	Epithelial
Composite-TMA-29_10770	0	Other immune
Composite-TMA-29_10772	15	Unclear
Composite-TMA-29_10773	0	Other immune
Composite-TMA-29_10774	2	Epithelial
Composite-TMA-29_10776	17	Treg
Composite-TMA-29_10777	0	Other immune
Composite-TMA-29_10778	0	Other immune
Composite-TMA-29_10779	2	Epithelial
Composite-TMA-29_1078	2	Epithelial
Composite-TMA-29_10780	17	Treg
Composite-TMA-29_10783	0	Other immune
Composite-TMA-29_10784	0	Other immune
Composite-TMA-29_10787	17	Treg
Composite-TMA-29_10788	0	Other immune
Composite-TMA-29_10789	2	Epithelial
Composite-TMA-29_1079	2	Epithelial
Composite-TMA-29_10790	2	Epithelial
Composite-TMA-29_10791	15	Unclear
Composite-TMA-29_10792	2	Epithelial
Composite-TMA-29_10793	0	Other immune
Composite-TMA-29_10794	0	Other immune
Composite-TMA-29_10795	17	Treg
Composite-TMA-29_10796	15	Unclear
Composite-TMA-29_10797	0	Other immune
Composite-TMA-29_1080	2	Epithelial
Composite-TMA-29_10800	17	Treg
Composite-TMA-29_10801	17	Treg
Composite-TMA-29_10802	15	Unclear
Composite-TMA-29_10805	2	Epithelial
Composite-TMA-29_10806	2	Epithelial
Composite-TMA-29_10807	0	Other immune
Composite-TMA-29_10809	0	Other immune
Composite-TMA-29_1081	0	Other immune
Composite-TMA-29_10810	0	Other immune
Composite-TMA-29_10812	0	Other immune
Composite-TMA-29_10814	2	Epithelial
Composite-TMA-29_10816	17	Treg
Composite-TMA-29_10818	2	Epithelial
Composite-TMA-29_10819	2	Epithelial
Composite-TMA-29_1082	2	Epithelial
Composite-TMA-29_10820	0	Other immune
Composite-TMA-29_10824	2	Epithelial
Composite-TMA-29_10825	2	Epithelial
Composite-TMA-29_10826	2	Epithelial
Composite-TMA-29_10827	2	Epithelial
Composite-TMA-29_10828	2	Epithelial
Composite-TMA-29_10829	15	Unclear
Composite-TMA-29_1083	2	Epithelial
Composite-TMA-29_10830	15	Unclear
Composite-TMA-29_10831	15	Unclear
Composite-TMA-29_10832	0	Other immune
Composite-TMA-29_10833	2	Epithelial
Composite-TMA-29_10834	17	Treg
Composite-TMA-29_10835	0	Other immune
Composite-TMA-29_10836	16	Epithelial
Composite-TMA-29_10838	15	Unclear
Composite-TMA-29_10839	0	Other immune
Composite-TMA-29_1084	2	Epithelial
Composite-TMA-29_10840	2	Epithelial
Composite-TMA-29_10841	0	Other immune
Composite-TMA-29_10842	17	Treg
Composite-TMA-29_10843	17	Treg
Composite-TMA-29_10844	2	Epithelial
Composite-TMA-29_10845	15	Unclear
Composite-TMA-29_10847	2	Epithelial
Composite-TMA-29_10848	0	Other immune
Composite-TMA-29_10849	2	Epithelial
Composite-TMA-29_10850	0	Other immune
Composite-TMA-29_10851	2	Epithelial
Composite-TMA-29_10852	0	Other immune
Composite-TMA-29_10855	0	Other immune
Composite-TMA-29_10856	2	Epithelial
Composite-TMA-29_10857	2	Epithelial
Composite-TMA-29_10858	0	Other immune
Composite-TMA-29_1086	2	Epithelial
Composite-TMA-29_10860	0	Other immune
Composite-TMA-29_10861	17	Treg
Composite-TMA-29_10862	15	Unclear
Composite-TMA-29_10863	15	Unclear
Composite-TMA-29_10864	16	Epithelial
Composite-TMA-29_10865	0	Other immune
Composite-TMA-29_10866	2	Epithelial
Composite-TMA-29_10867	0	Other immune
Composite-TMA-29_10868	2	Epithelial
Composite-TMA-29_1087	0	Other immune
Composite-TMA-29_10870	0	Other immune
Composite-TMA-29_10872	0	Other immune
Composite-TMA-29_10874	15	Unclear
Composite-TMA-29_10878	0	Other immune
Composite-TMA-29_10879	2	Epithelial
Composite-TMA-29_1088	2	Epithelial
Composite-TMA-29_10880	0	Other immune
Composite-TMA-29_10881	0	Other immune
Composite-TMA-29_10883	0	Other immune
Composite-TMA-29_10885	17	Treg
Composite-TMA-29_10886	2	Epithelial
Composite-TMA-29_10887	15	Unclear
Composite-TMA-29_10888	16	Epithelial
Composite-TMA-29_10889	16	Epithelial
Composite-TMA-29_1089	2	Epithelial
Composite-TMA-29_10890	0	Other immune
Composite-TMA-29_10891	17	Treg
Composite-TMA-29_10892	2	Epithelial
