cell_id	cell_type	annotator
Composite-TMA-18_3364	Other immune	Annotator-1
Composite-TMA-19_11701	Epithelial immunosuppressive	Annotator-1
Composite-TMA-19_3394	Epithelial	Annotator-1
Composite-TMA-20_8268	Epithelial	Annotator-1
Composite-TMA-20_6515	Epithelial proliferative	Annotator-1
Composite-TMA-19_13174	Epithelial	Annotator-1
Composite-TMA-19_517	Epithelial	Annotator-1
Composite-TMA-20_14958	Stromal	Annotator-1
Composite-TMA-19_4809	Stromal	Annotator-1
Composite-TMA-19_16035	Stromal	Annotator-1
Composite-TMA-19_8232	Epithelial proliferative	Annotator-1
Composite-TMA-20_169	Epithelial I-P	Annotator-1
Composite-TMA-20_12585	Epithelial immunosuppressive	Annotator-1
Composite-TMA-20_18973	Epithelial	Annotator-1
Composite-TMA-20_16752	Epithelial	Annotator-1
Composite-TMA-20_15946	Stromal	Annotator-1
Composite-TMA-20_7150	Stromal	Annotator-1
Composite-TMA-19_4428	Epithelial	Annotator-1
Composite-TMA-19_8161	Epithelial proliferative	Annotator-1
Composite-TMA-19_13812	Epithelial proliferative	Annotator-1
Composite-TMA-18_2856	Unclear	Annotator-1
Composite-TMA-20_12480	Epithelial	Annotator-1
Composite-TMA-20_4071	Epithelial	Annotator-1
Composite-TMA-20_12211	Epithelial	Annotator-1
Composite-TMA-18_1233	Treg	Annotator-1
Composite-TMA-19_1173	Epithelial	Annotator-1
Composite-TMA-20_1652	Epithelial I-P	Annotator-1
Composite-TMA-19_15767	Other immune	Annotator-1
Composite-TMA-19_11857	Epithelial	Annotator-1
Composite-TMA-19_9857	Epithelial	Annotator-1
Composite-TMA-20_18042	Epithelial	Annotator-1
Composite-TMA-20_16391	Epithelial	Annotator-1
Composite-TMA-20_18316	Epithelial	Annotator-1
Composite-TMA-18_3359	Stromal	Annotator-1
Composite-TMA-20_1656	Epithelial	Annotator-1
Composite-TMA-19_10744	Epithelial	Annotator-1
Composite-TMA-20_13919	Epithelial	Annotator-1
Composite-TMA-19_8348	Epithelial	Annotator-1
Composite-TMA-20_1741	Epithelial proliferative	Annotator-1
Composite-TMA-20_14496	Epithelial immunosuppressive	Annotator-1
Composite-TMA-20_14824	Stromal	Annotator-1
Composite-TMA-18_2064	Stromal	Annotator-1
Composite-TMA-19_16281	Stromal	Annotator-1
Composite-TMA-18_4761	Unclear	Annotator-1
Composite-TMA-19_7191	Stromal	Annotator-1
Composite-TMA-20_17311	Other immune	Annotator-1
Composite-TMA-18_2287	Unclear	Annotator-1
Composite-TMA-18_5046	Unclear	Annotator-1
Composite-TMA-20_10914	Stromal	Annotator-1
Composite-TMA-20_9575	Epithelial immunosuppressive	Annotator-1
Composite-TMA-18_3373	Epithelial	Annotator-1
Composite-TMA-19_10869	Stromal	Annotator-1
Composite-TMA-20_11129	Epithelial immunosuppressive	Annotator-1
Composite-TMA-20_3235	Epithelial proliferative	Annotator-1
Composite-TMA-20_15331	Stromal	Annotator-1
Composite-TMA-19_4834	Epithelial proliferative	Annotator-1
Composite-TMA-19_7775	Epithelial	Annotator-1
Composite-TMA-19_15225	Epithelial	Annotator-1
Composite-TMA-18_458	Other immune	Annotator-1
Composite-TMA-20_5748	Stromal	Annotator-1
Composite-TMA-19_15924	Epithelial	Annotator-1
Composite-TMA-20_572	Epithelial I-P	Annotator-1
Composite-TMA-19_6420	Stromal	Annotator-1
Composite-TMA-20_15841	Epithelial	Annotator-1
Composite-TMA-19_109	Unclear	Annotator-1
Composite-TMA-20_16124	Epithelial immunosuppressive	Annotator-1
Composite-TMA-19_9708	Epithelial	Annotator-1
Composite-TMA-19_7728	Epithelial	Annotator-1
Composite-TMA-19_15109	Epithelial	Annotator-1
Composite-TMA-19_9012	Epithelial	Annotator-1
Composite-TMA-20_10737	Stromal	Annotator-1
Composite-TMA-19_1024	Stromal	Annotator-1
Composite-TMA-20_11443	Epithelial	Annotator-1
Composite-TMA-19_5058	Stromal	Annotator-1
Composite-TMA-19_7183	Epithelial	Annotator-1
Composite-TMA-20_13284	Stromal	Annotator-1
Composite-TMA-19_3553	Epithelial	Annotator-1
Composite-TMA-19_9722	Epithelial proliferative	Annotator-1
Composite-TMA-20_20531	Stromal	Annotator-1
Composite-TMA-20_9813	Epithelial proliferative	Annotator-1
Composite-TMA-19_9829	Epithelial	Annotator-1
Composite-TMA-19_11968	Epithelial	Annotator-1
Composite-TMA-18_3702	Unclear	Annotator-1
Composite-TMA-20_19079	Epithelial	Annotator-1
Composite-TMA-20_17119	Epithelial	Annotator-1
Composite-TMA-18_5355	Unclear	Annotator-1
Composite-TMA-19_4576	Stromal	Annotator-1
Composite-TMA-20_10369	Stromal	Annotator-1
Composite-TMA-19_4667	Epithelial	Annotator-1
Composite-TMA-20_9889	Stromal	Annotator-1
Composite-TMA-20_4380	Epithelial immunosuppressive	Annotator-1
Composite-TMA-20_16488	Stromal	Annotator-1
Composite-TMA-19_14218	Epithelial	Annotator-1
Composite-TMA-20_8538	Stromal	Annotator-1
Composite-TMA-20_5800	Epithelial	Annotator-1
Composite-TMA-20_4358	Epithelial immunosuppressive	Annotator-1
Composite-TMA-19_1315	Unclear	Annotator-1
Composite-TMA-19_10708	Epithelial	Annotator-1
Composite-TMA-20_16173	Epithelial	Annotator-1
Composite-TMA-20_1003	Stromal	Annotator-1
Composite-TMA-19_8881	Epithelial proliferative	Annotator-1
Composite-TMA-20_5407	Epithelial proliferative	Annotator-1
Composite-TMA-19_10297	Epithelial proliferative	Annotator-1
Composite-TMA-19_13710	Epithelial	Annotator-1
Composite-TMA-19_17912	Stromal	Annotator-1
Composite-TMA-20_6977	Epithelial	Annotator-1
Composite-TMA-20_15102	Epithelial	Annotator-1
Composite-TMA-20_18920	Epithelial	Annotator-1
Composite-TMA-19_10042	Epithelial proliferative	Annotator-1
Composite-TMA-20_15822	Epithelial proliferative	Annotator-1
Composite-TMA-20_5447	Epithelial	Annotator-1
Composite-TMA-20_12933	Epithelial	Annotator-1
Composite-TMA-19_1380	Stromal	Annotator-1
Composite-TMA-20_12206	Epithelial	Annotator-1
Composite-TMA-20_9950	Epithelial	Annotator-1
Composite-TMA-19_9698	Stromal	Annotator-1
Composite-TMA-20_885	Epithelial proliferative	Annotator-1
Composite-TMA-20_4983	Epithelial	Annotator-1
Composite-TMA-20_823	Stromal	Annotator-1
Composite-TMA-19_14454	Epithelial	Annotator-1
Composite-TMA-20_9905	Epithelial	Annotator-1
Composite-TMA-20_16646	Epithelial	Annotator-1
Composite-TMA-20_1169	Epithelial proliferative	Annotator-1
Composite-TMA-19_14770	Stromal	Annotator-1
Composite-TMA-19_14407	Stromal	Annotator-1
Composite-TMA-19_13456	Epithelial	Annotator-1
Composite-TMA-19_3833	Epithelial	Annotator-1
Composite-TMA-18_1521	Unclear	Annotator-1
Composite-TMA-19_6654	Epithelial	Annotator-1
Composite-TMA-19_7815	Epithelial	Annotator-1
Composite-TMA-20_5244	Epithelial proliferative	Annotator-1
Composite-TMA-20_5021	Stromal	Annotator-1
Composite-TMA-18_3259	Epithelial	Annotator-1
Composite-TMA-19_11642	Epithelial	Annotator-1
Composite-TMA-19_8971	Epithelial	Annotator-1
Composite-TMA-20_19918	Stromal	Annotator-1
Composite-TMA-19_17951	Stromal	Annotator-1
Composite-TMA-20_5707	Epithelial	Annotator-1
Composite-TMA-20_15778	Epithelial	Annotator-1
Composite-TMA-19_1557	Epithelial	Annotator-1
Composite-TMA-18_249	Unclear	Annotator-1
Composite-TMA-19_4311	Epithelial	Annotator-1
Composite-TMA-18_4310	Treg	Annotator-1
Composite-TMA-20_19204	Stromal	Annotator-1
Composite-TMA-20_10199	Epithelial	Annotator-1
Composite-TMA-19_16213	Epithelial	Annotator-1
Composite-TMA-20_9948	Epithelial immunosuppressive	Annotator-1
Composite-TMA-20_2652	Epithelial proliferative	Annotator-1
Composite-TMA-20_10301	Stromal	Annotator-1
Composite-TMA-18_5839	Unclear	Annotator-1
Composite-TMA-20_1234	Stromal	Annotator-1
Composite-TMA-20_9214	Epithelial proliferative	Annotator-1
Composite-TMA-20_16795	Epithelial	Annotator-1
Composite-TMA-20_1197	Epithelial	Annotator-1
Composite-TMA-19_7357	Epithelial	Annotator-1
Composite-TMA-19_5941	Epithelial	Annotator-1
Composite-TMA-20_12428	Epithelial immunosuppressive	Annotator-1
Composite-TMA-19_7797	Epithelial	Annotator-1
Composite-TMA-20_19982	Epithelial	Annotator-1
Composite-TMA-19_13320	Stromal	Annotator-1
Composite-TMA-18_967	Unclear	Annotator-1
Composite-TMA-20_9305	Stromal	Annotator-1
Composite-TMA-20_19966	Epithelial	Annotator-1
Composite-TMA-20_802	Epithelial	Annotator-1
Composite-TMA-20_637	Epithelial	Annotator-1
Composite-TMA-20_11421	Epithelial	Annotator-1
Composite-TMA-19_9082	Stromal	Annotator-1
Composite-TMA-19_13439	Stromal	Annotator-1
Composite-TMA-19_15795	Epithelial	Annotator-1
Composite-TMA-20_16617	Epithelial	Annotator-1
Composite-TMA-20_8816	Epithelial I-P	Annotator-1
Composite-TMA-19_4640	Stromal	Annotator-1
Composite-TMA-20_13487	Epithelial	Annotator-1
Composite-TMA-19_12411	Epithelial	Annotator-1
Composite-TMA-19_7289	Epithelial	Annotator-1
Composite-TMA-20_13455	Epithelial	Annotator-1
Composite-TMA-20_18868	Epithelial	Annotator-1
Composite-TMA-19_6577	Epithelial proliferative	Annotator-1
Composite-TMA-20_6234	Epithelial	Annotator-1
Composite-TMA-20_14171	Epithelial	Annotator-1
Composite-TMA-18_3108	Unclear	Annotator-1
Composite-TMA-20_3369	Epithelial proliferative	Annotator-1
Composite-TMA-19_5530	Epithelial	Annotator-1
Composite-TMA-19_16578	Stromal	Annotator-1
Composite-TMA-20_14360	Epithelial I-P	Annotator-1
Composite-TMA-20_2105	Epithelial proliferative	Annotator-1
Composite-TMA-20_16300	Epithelial	Annotator-1
Composite-TMA-19_9655	Epithelial	Annotator-1
Composite-TMA-18_1728	Stromal	Annotator-1
Composite-TMA-20_7966	Epithelial immunosuppressive	Annotator-1
Composite-TMA-20_18884	Epithelial immunosuppressive	Annotator-1
Composite-TMA-20_10244	Epithelial	Annotator-1
Composite-TMA-20_4560	Stromal	Annotator-1
Composite-TMA-19_11298	Epithelial	Annotator-1
Composite-TMA-19_12934	Unclear	Annotator-1
Composite-TMA-19_16935	Epithelial	Annotator-1
Composite-TMA-19_11596	Stromal	Annotator-1
Composite-TMA-20_19877	Epithelial	Annotator-1
Composite-TMA-19_15876	Epithelial	Annotator-1
Composite-TMA-19_13649	Epithelial	Annotator-1
Composite-TMA-20_16406	Epithelial	Annotator-1
Composite-TMA-19_9445	Epithelial	Annotator-1
Composite-TMA-20_13565	Stromal	Annotator-1
Composite-TMA-20_7149	Stromal	Annotator-1
Composite-TMA-20_1848	Epithelial	Annotator-1
Composite-TMA-18_1452	Stromal	Annotator-1
Composite-TMA-19_1114	Unclear	Annotator-1
Composite-TMA-19_7391	Epithelial	Annotator-1
Composite-TMA-20_3617	Unclear	Annotator-1
Composite-TMA-20_7525	Stromal	Annotator-1
Composite-TMA-20_8228	Epithelial	Annotator-1
Composite-TMA-20_18010	Epithelial I-P	Annotator-1
Composite-TMA-19_12087	Epithelial	Annotator-1
