cell_id	cell_type	annotator
LiveCell_T_BB193_Plate2_clustered_cell_28	Endothelial	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_3947	T cells	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_10011	T cells	Annotator-2
LiveCell_N_BB227_Plate2_clustered_cell_2758	Stromal	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_11505	Epithelial (basal)	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_8236	T cells	Annotator-2
LiveCell_T_BB072_Plate2_clustered_cell_3397	T cells	Annotator-2
LiveCell_N_BB227_Plate2_clustered_cell_1743	Endothelial	Annotator-2
LiveCell_T_BB236_Plate2_clustered_cell_785	T cells	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_12042	Macrophage	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_4799	Epithelial (luminal)	Annotator-2
LiveCell_T_BB072_Plate2_clustered_cell_4187	Epithelial (luminal)	Annotator-2
LiveCell_T_BB046a_Plate1_clustered_cell_1212	Epithelial (luminal)	Annotator-2
LiveCell_T_BB028_Plate2_clustered_cell_717	T cells	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_3829	Stromal	Annotator-2
LiveCell_T_BB193_Plate2_clustered_cell_1721	T cells	Annotator-2
LiveCell_T_BB072_Plate2_clustered_cell_2589	T cells	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_1970	Macrophage	Annotator-2
LiveCell_T_BB145_Plate1_clustered_cell_835	T cells	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_4944	T cells	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_12164	T cells	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_8878	Stromal	Annotator-2
LiveCell_T_BB046a_Plate1_clustered_cell_98	Epithelial (luminal)	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_4433	Macrophage	Annotator-2
LiveCell_T_BB072_Plate2_clustered_cell_4015	Stromal	Annotator-2
LiveCell_T_BB236_Plate2_clustered_cell_392	T cells	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_4032	Epithelial (luminal)	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_3495	T cells	Annotator-2
LiveCell_T_BB046a_Plate1_clustered_cell_1657	Epithelial (luminal)	Annotator-2
LiveCell_T_BB072_Plate2_clustered_cell_2779	Unclear	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_6570	T cells	Annotator-2
LiveCell_N_BB227_Plate2_clustered_cell_185	Macrophage	Annotator-2
LiveCell_T_BB145_Plate1_clustered_cell_313	T cells	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_9879	T cells	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_3315	Unclear	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_12143	Epithelial (luminal)	Annotator-2
LiveCell_T_BB155_Plate1_clustered_cell_1067	T cells	Annotator-2
LiveCell_T_BB055_Plate1_clustered_cell_672	Endothelial	Annotator-2
LiveCell_T_BB028_Plate2_clustered_cell_673	T cells	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_11455	T cells	Annotator-2
LiveCell_N_BB227_Plate2_clustered_cell_2037	Epithelial (basal)	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_918	T cells	Annotator-2
LiveCell_T_BB072_Plate2_clustered_cell_4175	T cells	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_9751	Epithelial (basal)	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_3026	T cells	Annotator-2
LiveCell_T_BB145_Plate1_clustered_cell_197	Unclear	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_8089	Epithelial (basal)	Annotator-2
LiveCell_N_BB227_Plate2_clustered_cell_259	Macrophage	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_12299	Epithelial (basal)	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_7865	Epithelial (basal)	Annotator-2
LiveCell_T_BB236_Plate2_clustered_cell_1039	Epithelial (luminal)	Annotator-2
LiveCell_T_BB193_Plate2_clustered_cell_2090	T cells	Annotator-2
LiveCell_N_BB227_Plate2_clustered_cell_2470	Epithelial (basal)	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_1445	T cells	Annotator-2
LiveCell_T_BB072_Plate2_clustered_cell_1745	T cells	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_6797	Macrophage	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_9859	T cells	Annotator-2
LiveCell_T_BB072_Plate2_clustered_cell_623	Epithelial (luminal)	Annotator-2
LiveCell_T_BB155_Plate1_clustered_cell_1119	Macrophage	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_585	T cells	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_12406	T cells	Annotator-2
LiveCell_T_BB046a_Plate1_clustered_cell_283	Epithelial (luminal)	Annotator-2
LiveCell_T_BB028_Plate2_clustered_cell_586	T cells	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_8736	Macrophage	Annotator-2
LiveCell_T_BB236_Plate2_clustered_cell_699	T cells	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_8004	T cells	Annotator-2
LiveCell_T_BB236_Plate2_clustered_cell_1137	T cells	Annotator-2
LiveCell_T_BB072_Plate2_clustered_cell_748	Epithelial (basal)	Annotator-2
LiveCell_T_BB072_Plate2_clustered_cell_4131	T cells	Annotator-2
LiveCell_T_BB072_Plate2_clustered_cell_2744	Unclear	Annotator-2
LiveCell_T_BB055_Plate1_clustered_cell_184	T cells	Annotator-2
LiveCell_N_BB227_Plate2_clustered_cell_646	Macrophage	Annotator-2
LiveCell_T_BB046a_Plate1_clustered_cell_1075	Epithelial (luminal)	Annotator-2
LiveCell_T_BB046a_Plate1_clustered_cell_1014	Epithelial (luminal)	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_1932	Macrophage	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_11670	Macrophage	Annotator-2
LiveCell_T_BB072_Plate2_clustered_cell_2399	T cells	Annotator-2
LiveCell_T_BB145_Plate1_clustered_cell_812	T cells	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_6027	Stromal	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_5923	Stromal	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_11480	T cells	Annotator-2
LiveCell_T_BB236_Plate2_clustered_cell_219	Stromal	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_7794	Unclear	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_5694	T cells	Annotator-2
LiveCell_T_BB028_Plate2_clustered_cell_216	Stromal	Annotator-2
LiveCell_T_BB155_Plate1_clustered_cell_140	Epithelial (luminal)	Annotator-2
LiveCell_T_BB145_Plate1_clustered_cell_300	T cells	Annotator-2
LiveCell_T_BB072_Plate2_clustered_cell_3025	T cells	Annotator-2
LiveCell_T_BB236_Plate2_clustered_cell_370	T cells	Annotator-2
LiveCell_T_BB072_Plate2_clustered_cell_487	Unclear	Annotator-2
LiveCell_T_BB072_Plate2_clustered_cell_3402	Stromal	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_503	T cells	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_2568	Macrophage	Annotator-2
LiveCell_T_BB155_Plate1_clustered_cell_1104	Stromal	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_11135	T cells	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_6750	T cells	Annotator-2
LiveCell_T_BB046a_Plate1_clustered_cell_1997	T cells	Annotator-2
LiveCell_T_BB236_Plate2_clustered_cell_261	T cells	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_8036	T cells	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_866	T cells	Annotator-2
LiveCell_T_BB236_Plate2_clustered_cell_1198	Endothelial	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_3250	T cells	Annotator-2
LiveCell_T_BB155_Plate1_clustered_cell_1270	T cells	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_8017	Epithelial (luminal)	Annotator-2
LiveCell_T_BB046a_Plate1_clustered_cell_1722	Epithelial (luminal)	Annotator-2
LiveCell_N_BB227_Plate2_clustered_cell_1165	Stromal	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_11533	T cells	Annotator-2
LiveCell_T_BB072_Plate2_clustered_cell_3060	Endothelial	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_1275	Epithelial (basal)	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_11881	T cells	Annotator-2
LiveCell_T_BB046a_Plate1_clustered_cell_471	T cells	Annotator-2
LiveCell_T_BB046a_Plate1_clustered_cell_1012	Epithelial (luminal)	Annotator-2
LiveCell_T_BB055_Plate1_clustered_cell_369	T cells	Annotator-2
LiveCell_T_BB072_Plate2_clustered_cell_4043	T cells	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_1460	T cells	Annotator-2
LiveCell_T_BB046a_Plate1_clustered_cell_1706	Epithelial (luminal)	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_6931	T cells	Annotator-2
LiveCell_T_BB046a_Plate1_clustered_cell_1801	Endothelial	Annotator-2
LiveCell_T_BB072_Plate2_clustered_cell_2346	Unclear	Annotator-2
LiveCell_T_BB236_Plate2_clustered_cell_577	Endothelial	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_10519	Macrophage	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_3863	Macrophage	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_2519	T cells	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_11576	Unclear	Annotator-2
LiveCell_T_BB193_Plate2_clustered_cell_953	Stromal	Annotator-2
LiveCell_T_BB072_Plate2_clustered_cell_2512	Macrophage	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_3331	T cells	Annotator-2
LiveCell_T_BB155_Plate1_clustered_cell_457	Macrophage	Annotator-2
LiveCell_T_BB145_Plate1_clustered_cell_621	Macrophage	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_9053	T cells	Annotator-2
LiveCell_T_BB046a_Plate1_clustered_cell_113	Epithelial (luminal)	Annotator-2
LiveCell_T_BB236_Plate2_clustered_cell_1092	Endothelial	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_12544	Epithelial (luminal)	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_7673	Epithelial (luminal)	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_6890	Macrophage	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_10253	Unclear	Annotator-2
LiveCell_T_BB072_Plate2_clustered_cell_1092	Epithelial (luminal)	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_2454	T cells	Annotator-2
LiveCell_T_BB236_Plate2_clustered_cell_1019	T cells	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_812	Unclear	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_7086	Unclear	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_425	Endothelial	Annotator-2
LiveCell_T_BB046a_Plate1_clustered_cell_2090	Macrophage	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_492	T cells	Annotator-2
LiveCell_T_BB155_Plate1_clustered_cell_894	Unclear	Annotator-2
LiveCell_T_BB046a_Plate1_clustered_cell_1300	Macrophage	Annotator-2
LiveCell_T_BB193_Plate2_clustered_cell_2107	T cells	Annotator-2
LiveCell_T_BB046a_Plate1_clustered_cell_1864	Epithelial (luminal)	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_12676	Epithelial (luminal)	Annotator-2
LiveCell_T_BB046a_Plate1_clustered_cell_1541	Epithelial (luminal)	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_9431	T cells	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_10881	T cells	Annotator-2
LiveCell_T_BB155_Plate1_clustered_cell_300	Epithelial (luminal)	Annotator-2
LiveCell_N_BB227_Plate2_clustered_cell_2096	Endothelial	Annotator-2
LiveCell_T_BB055_Plate1_clustered_cell_760	Stromal	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_11747	Unclear	Annotator-2
LiveCell_T_BB072_Plate2_clustered_cell_2678	T cells	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_8749	T cells	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_7172	Epithelial (luminal)	Annotator-2
LiveCell_T_BB193_Plate2_clustered_cell_495	Endothelial	Annotator-2
LiveCell_T_BB193_Plate2_clustered_cell_588	T cells	Annotator-2
LiveCell_T_BB155_Plate1_clustered_cell_89	Stromal	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_9472	T cells	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_4441	T cells	Annotator-2
LiveCell_N_BB227_Plate2_clustered_cell_1835	Macrophage	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_8451	T cells	Annotator-2
LiveCell_N_BB227_Plate2_clustered_cell_539	Stromal	Annotator-2
LiveCell_T_BB046a_Plate1_clustered_cell_2219	Epithelial (luminal)	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_5138	Epithelial (basal)	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_11466	T cells	Annotator-2
LiveCell_T_BB072_Plate2_clustered_cell_144	T cells	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_6425	T cells	Annotator-2
LiveCell_T_BB046a_Plate1_clustered_cell_673	T cells	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_11488	Macrophage	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_12392	T cells	Annotator-2
LiveCell_T_BB145_Plate1_clustered_cell_334	Unclear	Annotator-2
LiveCell_T_BB046a_Plate1_clustered_cell_1866	Epithelial (luminal)	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_3081	Epithelial (luminal)	Annotator-2
LiveCell_T_BB072_Plate2_clustered_cell_4012	T cells	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_10035	Unclear	Annotator-2
LiveCell_T_BB072_Plate2_clustered_cell_4119	T cells	Annotator-2
LiveCell_T_BB145_Plate1_clustered_cell_822	T cells	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_3305	Macrophage	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_130	T cells	Annotator-2
LiveCell_T_BB236_Plate2_clustered_cell_69	Stromal	Annotator-2
LiveCell_T_BB072_Plate2_clustered_cell_1129	Unclear	Annotator-2
LiveCell_T_BB055_Plate1_clustered_cell_474	T cells	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_1493	T cells	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_1951	Unclear	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_5929	T cells	Annotator-2
LiveCell_T_BB072_Plate2_clustered_cell_449	T cells	Annotator-2
LiveCell_T_BB072_Plate2_clustered_cell_3276	T cells	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_2383	T cells	Annotator-2
LiveCell_T_BB236_Plate2_clustered_cell_31	Endothelial	Annotator-2
LiveCell_T_BB193_Plate2_clustered_cell_1053	Epithelial (luminal)	Annotator-2
LiveCell_T_BB236_Plate2_clustered_cell_675	Stromal	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_13	Unclear	Annotator-2
LiveCell_T_BB236_Plate2_clustered_cell_985	Endothelial	Annotator-2
LiveCell_T_BB028_Plate2_clustered_cell_219	Unclear	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_3085	T cells	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_8785	Unclear	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_8132	T cells	Annotator-2
LiveCell_T_BB046a_Plate1_clustered_cell_1022	Epithelial (luminal)	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_4045	T cells	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_3927	Stromal	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_1650	Macrophage	Annotator-2
LiveCell_T_BB028_Plate2_clustered_cell_788	T cells	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_7097	T cells	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_7976	Stromal	Annotator-2
LiveCell_T_BB072_Plate2_clustered_cell_3774	Stromal	Annotator-2
LiveCell_T_BB046a_Plate1_clustered_cell_1895	T cells	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_8931	T cells	Annotator-2
LiveCell_T_BB046a_Plate1_clustered_cell_1314	Epithelial (luminal)	Annotator-2
LiveCell_N_BB227_Plate2_clustered_cell_31	Epithelial (basal)	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_9185	T cells	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_3741	Macrophage	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_2998	T cells	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_5264	Endothelial	Annotator-2
LiveCell_T_BB072_Plate2_clustered_cell_1479	Unclear	Annotator-2
LiveCell_T_BB072_Plate2_clustered_cell_1742	Unclear	Annotator-2
LiveCell_N_BB227_Plate2_clustered_cell_1233	Stromal	Annotator-2
LiveCell_T_BB193_Plate2_clustered_cell_20	T cells	Annotator-2
LiveCell_T_BB046a_Plate1_clustered_cell_248	T cells	Annotator-2
LiveCell_T_BB236_Plate2_clustered_cell_45	Endothelial	Annotator-2
LiveCell_N_BB227_Plate2_clustered_cell_413	Endothelial	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_8127	Unclear	Annotator-2
LiveCell_T_BB055_Plate1_clustered_cell_655	T cells	Annotator-2
LiveCell_T_BB046a_Plate1_clustered_cell_2306	Epithelial (luminal)	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_5990	Unclear	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_4380	Unclear	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_3951	Endothelial	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_6012	T cells	Annotator-2
LiveCell_N_BB227_Plate2_clustered_cell_1060	Macrophage	Annotator-2
LiveCell_T_BB046a_Plate1_clustered_cell_847	Epithelial (luminal)	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_3789	T cells	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_2220	T cells	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_11052	T cells	Annotator-2
LiveCell_N_BB227_Plate2_clustered_cell_2211	Macrophage	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_9315	T cells	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_11707	Stromal	Annotator-2
LiveCell_N_BB227_Plate2_clustered_cell_1397	Macrophage	Annotator-2
LiveCell_T_BB072_Plate2_clustered_cell_3919	Stromal	Annotator-2
LiveCell_T_BB155_Plate1_clustered_cell_21	T cells	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_3700	T cells	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_5650	T cells	Annotator-2
LiveCell_T_BB145_Plate1_clustered_cell_803	T cells	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_10458	T cells	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_6751	T cells	Annotator-2
LiveCell_T_BB046a_Plate1_clustered_cell_698	Macrophage	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_6373	T cells	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_3467	Endothelial	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_1981	T cells	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_6249	T cells	Annotator-2
LiveCell_T_BB072_Plate2_clustered_cell_1034	T cells	Annotator-2
LiveCell_T_BB155_Plate1_clustered_cell_840	T cells	Annotator-2
LiveCell_T_BB072_Plate2_clustered_cell_494	T cells	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_11475	T cells	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_12803	T cells	Annotator-2
LiveCell_T_BB155_Plate1_clustered_cell_794	Epithelial (luminal)	Annotator-2
LiveCell_T_BB236_Plate2_clustered_cell_1022	T cells	Annotator-2
LiveCell_T_BB072_Plate2_clustered_cell_2212	T cells	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_11343	Endothelial	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_5651	Macrophage	Annotator-2
LiveCell_T_BB072_Plate2_clustered_cell_4440	T cells	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_12298	Endothelial	Annotator-2
LiveCell_T_BB072_Plate2_clustered_cell_40	T cells	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_329	Unclear	Annotator-2
LiveCell_T_BB193_Plate2_clustered_cell_1019	Unclear	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_11250	Unclear	Annotator-2
LiveCell_N_BB227_Plate2_clustered_cell_1673	Endothelial	Annotator-2
LiveCell_T_BB046a_Plate1_clustered_cell_405	Macrophage	Annotator-2
LiveCell_T_BB193_Plate2_clustered_cell_122	Endothelial	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_496	Unclear	Annotator-2
LiveCell_T_BB193_Plate2_clustered_cell_694	Stromal	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_9386	Macrophage	Annotator-2
LiveCell_N_BB227_Plate2_clustered_cell_1442	Stromal	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_3671	Macrophage	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_6978	Unclear	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_10323	T cells	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_3866	Unclear	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_5229	Unclear	Annotator-2
LiveCell_N_BB227_Plate2_clustered_cell_1316	Endothelial	Annotator-2
LiveCell_T_BB193_Plate2_clustered_cell_1601	T cells	Annotator-2
LiveCell_T_BB072_Plate2_clustered_cell_1000	T cells	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_4860	Macrophage	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_4503	T cells	Annotator-2
